"Monthly Data Item Wise Report Across Periods From Apr-2024 To Oct-2024 for selected Sub-District of Districts , Karnataka State ",,,,,,,,,
Data as on 14th November 2024 10:24:17 AM,,,,,,,,,
Category,Data Item Code,Data Item Name,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24
,1.6.1.f,"Out of above, babies with congenital Syphilis received curative treatment ",0,0,0,0,0,0,0
,1.7.1,Number of Pregnant Women tested positive for Thyroid disorder,48,482,488,15,21,14,34
,1.7.2,Number of Pregnant Women treated for thyroid disorder,82,80,80,10,32,58,78
,1.8.1,Number of Pregnant Women screened for TB ,0,0,0,0,0,0,0
,1.8.2,Number of Pregnant Women identified with Presumptive TB symptoms,0,0,0,0,0,0,0
,1.8.3,Number of Pregnant Women referred out of those identified with Presumptive TB symptoms ,0,0,0,0,0,0,0
,1.9.1,Total High Risk Pregnancy (HRP) Intrapartum including following:,23,20,16,15,0,9,4
,1.9.1.a,Number of Pregnant Women with Post-Partum Haemorrhage(Immediately after delivery) in the facility.,22,20,15,15,0,4,4
,1.9.1.b,Number of Pregnant Women with Sepsis in the facility.,0,0,0,0,0,0,0
,1.9.1.c,Number of Pregnant Women identified with Eclampsia in the facility,1,0,1,0,0,4,0
,1.9.1.d,Number of Pregnant Women identified with obstructed labour in the facility.,0,0,0,0,0,1,0
,1.9.2,Total High Risk Pregnancy (HRP) Antepartum (Only New Cases are to be reported),0,0,0,0,0,53,0
,1.9.3,Total no. of ANC or PNC cases referred to Higher/ any other facility,0,0,0,0,0,0,0
,1.9.4,Total no. of ANC or PNC cases referred in to the facility,40,30,25,30,0,44,64
,1.9.5,Number of Complicated pregnancies treated with Blood Transfusion,8,6,0,8,0,13,9
M2 [Deliveries],2.1.1.a,Number of Home Deliveries attended by Skill Birth Attendant(SBA) (Doctor/Nurse/ANM) ,,,,,,,
,2.1.1.b,Number of Home Deliveries attended by Non SBA (Trained Birth Attendant(TBA) /Relatives/etc.),,,,,,,
,2.1.2,Number of PW given Tablet Misoprostol during home delivery,,,,,,,
,2.1.3,Number of newborns received 7 Home Based Newborn Care (HBNC) visits in case of Home delivery,,,,,,,
,2.20,Number of Institutional Deliveries conducted (Including C-Sections),161,181,144,122,174,160,191
,2.2.1,"Out of total institutional deliveries(excluding C-section), number of women stayed for 48 hours or more after delivery",86,96,71,64,105,79,86
,2.2.2,"Out of total Institutional deliveries, number of Institutional Deliveries (Excluding C-Sections) conducted at night (8 PM- 8 AM)",31,60,29,23,46,41,43
,2.30,Age wise total number of delivery (Home +Institutional) reported (2.3.1+2.3.2+2.3.3+2.3.4),161,181,144,122,174,160,191
,2.3.1,"Out of total number of delivery, PW with age <15 years",0,0,0,0,0,0,0
,2.3.2,"Out of total number of delivery, PW with age 15-19 years",5,0,2,2,4,16,19
,2.3.3,"Out of total number of delivery, PW with age >19-49 years",156,181,142,120,170,144,172
,2.3.4,"Out of total number of delivery, PW with age > 49 years",0,0,0,0,0,0,0
,2.40,Number of newborns received 6 HBNC visits after Institutional Delivery,,,,,,,
,2.50,No. of identified Sick new-borns referred by ASHA to facility under HBNC Programme,,,,,,,
,2.60,Total number of Children received all scheduled 5 Home visits under HBYC ,,,,,,,
M3 [Number of Caesarean (C-Section) deliveries],3.10,Total number of C -Section deliveries performed,75,85,73,58,69,81,102
,3.1.1,"Out of total C-sections, number performed at night (8 PM- 8 AM)",32,25,21,21,24,30,36
,3.1.2,"Out of total C-section, number of women stayed for 72 hours or more after delivery",75,85,73,58,69,81,99
M4 [Pregnancy outcome & details of new-born],4.1.1.a,Live Birth - Male,94,87,74,56,82,84,108
,4.1.1.b,Live Birth - Female,71,94,66,66,90,74,83
,4.1.2,Number of Pre-term newborns ( < 37 weeks of pregnancy),11,12,22,16,22,17,19
,4.1.3.a,Intrapartum (Fresh) Still Birth,0,0,1,0,2,0,0
,4.1.3.b,Antepartum (Macerated) Still Birth,0,0,3,1,0,2,2
,4.20,Abortion (spontaneous),12,10,7,9,0,0,0
,4.4.1,Number of Newborns weighed at birth,165,181,140,122,172,158,191
,4.4.2,Number of Newborns having weight less than 2500 gms,4,35,20,21,32,38,46
,4.4.2.a,"Out of the above, number of Newborns having weight less than 1800 gms",2,1,5,9,5,4,2
,4.4.3,Number of Newborns breast fed within 1 hour of birth,165,181,140,122,172,158,126
,4.4.4,No. of Newborns discharged from the facility were exclusively breastfed till discharge,165,181,140,122,172,158,191
,4.4.5,Number of Newborns received Donor Human Milk (DHM) in the facility,,,,,,,
,4.5.1,"Number of Newborns screened for defects at birth (as per Comprehensive Newborn Screening, RBSK)",165,181,140,122,172,158,191
,4.5.1.a,"Number of Newborns identified with visible birth defects (including Neural tube defect, Down's Syndrome, Cleft Lip & Palate, Club foot and Developmental dysplasia of the hip)",0,0,0,0,0,2,0
,4.5.2,Number of children (6 Weeks to 6 years) screened by RBSK mobile health teams at Anganwadi center ,,,,,,,
,4.5.2.a,Number of children (6 years to 18 years) screened by RBSK mobile health teams at Govt and Govt aided schools ,,,,,,,
,4.5.3,Number of SNCU discharged babies screened in DEIC,0,0,0,0,0,5,0
,4.5.4.a.1,Number of children identified with Disease by RBSK Mobile Health teams,,,,,,,
,4.5.4.b.1,Number of children identified with Deficiency by RBSK Mobile Health teams,,,,,,,
,4.5.4.c.1,Number of children identified with Developmental delay by RBSK Mobile Health teams,,,,,,,
,4.5.4.d.1,Number of children (0 - 18 years) identified with selected birth defect by RBSK Mobile Health teams,,,,,,,
,4.5.5,"Number of children till age 18 years (affected with selected health conditions) managed for 4 Ds (Disease, Deficiency, Developmental Delay & Defect)",0,0,0,0,0,0,0
,4.5.6,Number of children till age 18 years (affected with selected health conditions) managed by Intervention - Surgical,0,0,0,0,0,0,0
,4.5.7,Number of children till age 18 years managed at DEIC (District Early Intervention Centre),,,,,,,
M5 [Anaemia Mukt Bharat],5.1.1,"Number of women of reproductive age (WRA) 20-49 years (non-pregnant, non-lactating), provided 4 Red Iron and folic acid (IFA) tablets in a month",0,0,0,0,0,0,0
,5.1.2,Number of children (6-59 months old) provided 8-10 doses (1ml) of IFA syrup (Bi weekly),0,0,0,0,0,0,0
,5.1.3.a,Number of out of school children (5 -9 years) given 4-5 IFA Pink tablets at Anganwadi Centres ,,,,,,,
,5.1.3.b,Number of in-school children (5 - 9 years) provided 4-5 IFA Pink tablets in schools,,,,,,,
,5.2.1.a,Number of in-school Children (5-9 years) having anaemia (Hb 8.1-11.4 g/dl),,,,,,,
,5.2.1.b,Number of in-school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),,,,,,,
,5.2.1.c,Number of out of school adolescent girls (10-19 years) having anaemia (Hb 8.1-11.9 g/dl),,,,,,,
,5.2.1.d.i,Number of boys 10-11 years having anaemia (Hb 8.1-11.4 g/dl),,,,,,,
,5.2.1.d.ii,Number of boys 12-14 years having anaemia (Hb 8.1-11.9 g/dl),,,,,,,
,5.2.1.d.iii,Number of boys 15-19 years having anaemia (Hb 8.1-12.9 g/dl),,,,,,,
,5.2.1.e,Number of lactating mothers (of 0-6 months old child) having anaemia (Hb 8.1-11.9 g/dl),,,,,,,
,5.2.1.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having anaemia (Hb 8.1-11.9 g/dl)",,,,,,,
,5.2.2.a,Number of in-school Children (5-9 years) having severe anaemia (Hb <8 g/dl),,,,,,,
,5.2.2.b,Number of in-school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),,,,,,,
,5.2.2.c,Number of out of school adolescent girls (10-19 years) having severe anaemia (Hb <8 g/dl),,,,,,,
,5.2.2.d,Number of in-school adolescent boys (10-19 years) having severe anaemia (Hb <8 g/dl),,,,,,,
,5.2.2.e,Number of lactating mothers (of 0-6 months old child) having severe anaemia ((Hb <8 g/dl),,,,,,,
,5.2.2.f,"Number of women of reproductive age (non-pregnant, non-lactating) (20-49 years) having severe anaemia (Hb <8 g/dl)",,,,,,,
,5.2.3.a,Number of anaemic in-school Children (5-9 years) put on treatment,0,0,0,0,0,0,0
,5.2.3.b,Number of anaemic in-school adolescent girls (10-19 years) put on treatment,0,0,0,0,0,0,0
,5.2.3.c,Number of anaemic out of school adolescent girls (10-19 years) put on treatment,0,0,0,0,0,0,0
,5.2.3.d,Number of anaemic in-school adolescent boys (10-19 years) put on treatment,0,0,0,0,0,0,0
,5.2.3.e,Number of anaemic lactating mothers (of 0-6 months old child) put on treatment,0,0,0,0,0,0,0
,5.2.3.f,"Number of anaemic women of reproductive age (non-pregnant, non-lactating) (20-49 years) put on treatment",0,0,0,0,0,0,0
,5.2.4.a,Number of lactating mothers (of 0-6 months old child) diagnosed with severe anaemia and put on treatment,0,0,0,0,0,0,0
M6 [Post Natal Care (PNC)],6.10,"In case of home delivery, number of women receiving 1st Postpartum checkups within 48 hours",0,0,0,0,0,0,0
,6.20,Number of women receiving Postpartum checkup between 48 hours and 14 days after Institutional delivery,0,0,0,0,0,158,0
,6.30,Number of mothers provided full course of 180 IFA tablets after delivery,161,181,140,122,172,158,191
,6.40,Number of mothers provided full course 360 Calcium tablets after delivery,161,181,140,122,172,158,191
M7 [Reproductive Tract Infections/Sexually transmitted infections (RTI/STI) Cases],7.1.1,Number of males assessed for STI/RTI,0,0,0,0,0,0,0
,7.1.1.a,"Out of the above, number of males diagnosed with STI/RTI",0,0,0,0,0,0,0
,7.1.1.b,"Out of the above, number of males treated for STI/RTI",0,0,0,0,0,0,0
,7.1.2,Number of females (all females) assessed for STI/RTI,0,0,0,0,0,0,0
,7.1.2.a,"Out of the above, number of females (all females) diagnosed with STI/RTI",0,0,0,0,0,0,0
,7.1.2.b,"Out of the above, number of females (all females) treated for STI/RTI",0,0,0,0,0,0,0
,7.1.3,Number of H/TG assessed for STI/RTI,0,0,0,0,0,0,0
,7.1.3.a,"Out of the above, number of H/TG people diagnosed with STI/RTI",0,0,0,0,0,0,0
,7.1.3.b,"Out of the above, number of H/TG people treated for STI/RTI",0,0,0,0,0,0,0
M8 [Family Planning],8.1.1,Number of Non Scalpel Vasectomy (NSV) / Conventional Vasectomy conducted,0,0,0,0,0,0,0
,8.2.1,Number of Laparoscopic sterilizations (excluding post-abortion) conducted,10,13,6,3,4,7,10
,8.2.2,Number of Interval sterilizations (Mini-lap/Conventional) (other than post-partum and post abortion) conducted,0,5,1,1,0,0,0
,8.2.3,Number of Postpartum sterilizations (within 7 days of delivery by minilap or concurrent with caesarean section) conducted,13,14,9,8,7,8,13
,8.2.4,Number of Post-abortion sterilizations (within 7 days of spontaneous or surgical abortion) conducted,1,1,0,0,0,0,0
,8.30,Number of Interval IUCD Insertions (excluding PPIUCD and PAIUCD),0,0,0,0,0,0,0
,8.40,Number of Postpartum (within 48 hours of delivery) IUCD insertions,0,0,0,0,0,0,0
,8.50,Number of Post-abortion (within 12 days of spontaneous or surgical abortion) IUCD insertions,0,0,0,0,0,0,0
,8.60,Number of IUCD Removals ,4,6,6,4,2,0,0
,8.70,Number of complications following IUCD Insertion,0,0,8,0,0,0,0
,8.80,Injectable Contraceptive MPA- First Dose,6,8,4,8,2,0,2
,8.90,Injectable Contraceptive MPA- Second Dose,2,4,4,4,1,0,4
,8.10,Injectable Contraceptive MPA- Third Dose,4,4,5,4,3,0,6
,8.11,Injectable Contraceptive MPA- Fourth and above Dose,4,5,0,5,0,0,2
,8.12,Number of Combined Oral Pill cycles distributed to the beneficiary,0,0,0,0,0,0,0
,8.13,Number of Condom pieces distributed to the beneficiary,0,0,0,0,0,0,0
,8.14,Number of Centchroman (weekly) pill strips distributed to the beneficiary,0,0,0,0,0,0,0
,8.15,Number of Emergency Contraceptive Pills (ECP) given to the beneficiary,0,0,0,0,0,0,0
,8.16,Number of Pregnancy Test Kits (PTK) utilized,108,100,67,90,66,0,65
,8.17.1,Complications following male sterilization,0,0,0,0,0,0,0
,8.17.2,Complications following female sterilization ,0,0,0,0,0,0,0
,8.17.3,Failures following male sterilization,0,0,0,0,0,0,0
,8.17.4,Failures following female sterilization,0,0,0,0,0,0,0
,8.17.5,Deaths following male sterilization,0,0,0,0,0,0,0
,8.17.6,Deaths following female sterilization,0,0,0,0,0,0,0
,8.18.1,Number of cases of Female Sterilization followed up (after 1 month or on the resumption of her menstrual cycle whichever is earlier),0,0,0,0,12,0,0
,8.18.2,Number of cases of Male Sterilization followed up (after 3 months),0,0,0,0,0,0,0
M9 [CHILD IMMUNISATION],9.1.1,Child immunisation - Vitamin K (Birth Dose),165,181,140,122,172,158,189
,9.1.2,Child immunisation - BCG,165,181,140,122,172,158,184
,9.1.3,Child immunisation - Pentavalent 1,29,40,44,37,29,40,43
,9.1.4,Child immunisation - Pentavalent 2,23,22,27,37,29,24,27
,9.1.5,Child immunisation - Pentavalent 3,19,21,18,34,38,31,26
,9.1.6,Child immunisation - OPV 0 (Birth Dose),165,181,140,122,172,158,184
,9.1.7,Child immunisation - OPV1,29,40,44,37,29,40,43
,9.1.8,Child immunisation - OPV2,23,22,27,40,29,24,27
,9.1.9,Child immunisation - OPV3,19,21,18,34,38,31,26
,9.1.10,Child immunisation - Hepatitis-B0 (Birth Dose),165,181,140,122,172,158,184
,9.1.11,Child immunisation - Inactivated Injectable Polio Vaccine 1 (IPV 1),29,40,44,37,29,40,43
,9.1.12,Child immunisation - Inactivated Injectable Polio Vaccine 2 (IPV 2) ,19,21,18,34,38,31,26
,9.1.13,Child immunisation - Rotavirus 1,29,40,44,37,29,40,43
,9.1.14,Child immunisation - Rotavirus 2,23,22,27,40,29,24,27
,9.1.15,Child immunisation - Rotavirus 3,19,21,18,34,38,31,26
,9.1.16,Child immunisation - PCV1,29,40,44,37,29,40,43
,9.1.17,Child immunisation - PCV2,19,21,18,34,38,31,26
,9.2.1,Child immunisation(9 - 11 months) - Inactivated Injectable Polio Vaccine 3 (IPV 3),19,25,28,19,17,27,21
,9.2.2,Child immunisation (9-11months) - Measles & Rubella (MR)/Measles containing vaccine(MCV) - 1st Dose,19,25,28,17,17,27,15
,9.2.3,Child immunisation (9-11months) - JE 1st dose,19,25,28,15,17,27,15
,9.2.4,Child immunisation - PCV Booster,19,25,28,19,17,27,21
,9.2.5.a,FULLY IMMUNIZED children aged between 9 and <12 months- Male,11,11,0,15,0,62,13
,9.2.5.b,FULLY IMMUNIZED children aged between 9 and <12 months- Female,8,14,0,14,0,60,8
,9.3.1,Child immunisation(after 12 months-delayed vaccination) - Measles & Rubella (MR)/Measles containing vaccine(MCV)- 1st Dose,0,0,0,0,0,0,0
,9.3.2,Child immunisation (after 12 months-delayed vaccination) - JE 1st dose,0,0,0,0,0,0,0
,9.3.3,Child immunisation - DPT 1 after 12 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.3.4,Child immunisation - DPT 2 after 12 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.3.5,Child immunisation - DPT 3 after 12 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.3.6,Child immunisation - DPT Booster after 24 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.3.7,Child immunisation - OPV Booster after 24 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.3.8,Child immunisation - JE Booster after 24 months of age (delayed vaccination) ,0,0,0,0,0,0,0
,9.4.1,Child immunisation - Measles & Rubella (MR)/ Measles containing vaccine(MCV)- 2nd Dose (16-24 months),18,24,14,17,13,13,15
,9.4.2,Child immunisation - DPT 1st Booster ,18,24,14,17,13,13,15
,9.4.3,Child immunisation - OPV Booster,18,24,14,17,13,13,15
,9.4.4,Number of children more than 16 months of age who received Japanese Encephalitis (JE) vaccine- 2nd dose (16-24 months),18,24,14,17,13,13,15
,9.5.1,Child Immunization- Typhoid,6,4,5,5,0,6,10
,9.5.2,Children more than 5 years received DPT5 (2nd Booster),2,2,2,5,0,0,2
,9.5.3,Children more than 10 years received Td10 (Tetanus Diptheria10),0,0,0,0,0,0,0
,9.5.4,Children more than 16 years received Td16 (Tetanus Diptheria16),0,0,0,0,0,0,0
,9.6.1,"Number of cases of AEFI -Minor (eg.- fever, rash, pain etc)",4,0,0,0,0,0,0
,9.6.2,"Number of cases of AEFI - Severe (eg.- anaphylaxis, fever>102 degrees, not requiring hospitalization etc.)",0,0,0,0,0,0,0
,9.6.3,"Number of cases of AEFI - Serious (eg.- hospitalization, death, disability , cluster etc.)",0,0,0,0,0,0,0
,9.6.3.a,"Out of Number of cases of AEFI - Serious , total number of AEFI deaths",0,0,0,0,0,0,0
,9.7.1,Immunisation sessions planned ,,,,,,,
,9.7.2,Immunisation sessions held ,,,,,,,
,9.8.1,Child immunisation - Vitamin A Dose - 1,19,25,0,0,0,0,0
,9.8.2,Child immunisation - Vitamin A Dose - 5,12,24,0,0,0,0,0
,9.8.3,Child immunisation - Vitamin A Dose - 9,0,0,0,0,0,0,0
M10 [Number of cases of Childhood Diseases (0-5 years)],10.1.1,Childhood Diseases - Pneumonia,0,0,0,0,0,14,20
,10.1.2,Childhood Diseases - Asthma,0,0,0,0,0,16,10
,10.1.3,Childhood Diseases - Sepsis ,0,0,0,0,0,1,3
,10.1.4,Childhood Diseases - Diphtheria ,0,0,0,0,0,0,0
,10.1.5,Childhood Diseases - Pertussis ,0,0,0,0,0,0,0
,10.1.6,Childhood Diseases - Tetanus Neonatorum,0,0,0,0,0,0,0
,10.1.7,Childhood Diseases - Tuberculosis (TB),0,0,0,0,0,0,0
,10.1.8,Childhood Diseases - Acute Flaccid Paralysis(AFP),0,0,0,0,0,0,0
,10.1.9,Childhood Diseases - Measles,0,0,0,0,0,0,0
,10.1.10,Childhood Diseases - Malaria,0,0,0,0,0,0,0
,10.1.11,Childhood Diseases - Diarrhoea ,11,118,24,28,8,22,20
,10.1.12,Childhood Diseases - Diarrhoea treated with ORS,7,118,24,28,8,22,20
,10.1.13,Childhood Diseases - Diarrhoea treated with Zinc for 14 days,4,118,24,28,8,22,20
,10.1.14,Childhood Diseases -Leprosy Cases,0,0,0,0,0,0,0
,10.1.15,Childhood Diseases- Leprosy with Grade II disability ,0,0,0,0,0,0,0
,10.2.1,Children admitted with Respiratory Infections,8,18,6,15,18,44,16
,10.2.2,Children admitted with Pneumonia,2,1,2,4,3,14,10
,10.2.3,Children admitted with Diarrhoea ,11,38,24,14,8,6,12
M11 [NVBDCP],11.1.1.a,Total Blood Smears Examined for Malaria ,86,91,115,176,251,266,152
,11.1.1.b,Malaria (Microscopy Tests ) - Plasmodium Vivax test positive,0,0,1,0,1,0,0
,11.1.1.c,Malaria (Microscopy Tests ) - Plasmodium Falciparum test positive,0,0,0,0,0,0,0
,11.1.1.d,Malaria (Microscopy Tests ) - Mixed test positive,0,0,0,0,0,1,0
,11.1.2.a,RDT conducted for Malaria,10,9,28,46,41,46,28
,11.1.2.b,Malaria (RDT) - Plasmodium Vivax test positive,0,0,0,0,0,0,0
,11.1.2.c,Malaria (RDT) - Plasmodium Falciparum test positive,0,0,0,0,0,1,0
,11.1.2.d,Malaria (RDT) - Mixed test positive,0,0,0,0,0,1,0
,11.2.1,Kala Azar (RDT) - Tests Conducted,0,0,0,0,0,0,0
,11.2.2,Kala Azar Positive Cases,0,0,0,0,0,0,0
,11.3.1,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,12,2,2,2,3,66,45
,11.3.2,Dengue - Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,8,0,0,0,0,10,20
,11.3.3,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test conducted,0,0,0,0,3,0,0
,11.3.4,Chikungunya Enzyme- Linked Immuno Sorbent Assay (ELISA) test found positive,0,0,0,0,1,0,0
,11.4.1,No. of AES cases tested for JE(IgM ELISA),0,1,0,0,0,0,0
,11.4.2,No. of JE positive cases,0,0,0,0,0,0,0
,11.5.1,Number of persons that consumed MDA(Mass Drug Administration) drugs during the MDA round ,0,0,0,0,0,0,0
,11.5.2,Number of Lymphatic Filarisis lymphoedema patients received MMDP(Morbidity Management And Disability Prevention) kits ,0,0,0,0,0,0,0
,11.5.3,Number of Hydrocele surgeries conducted in Lymphatic Filariasis (MMDP),0,0,0,0,0,0,0
M12 [Adolescent Health],12.1.1.a,Girls registered in AFHC,0,0,0,0,0,0,0
,12.1.1.b,Boys registered in AFHC,0,0,0,0,0,0,0
,12.1.2.a,"Out of Girls registered, Girls received clinical services",0,0,0,0,0,0,0
,12.1.2.b,"Out of Boys registered, Boys received clinical services",0,0,0,0,0,0,0
,12.1.3.a,"Out of Girls registered, Girls received counselling",0,0,0,0,0,0,0
,12.1.3.b,"Out of Boys registered, Boys received counselling",0,0,0,0,0,0,0
,12.2.1.a,Number of Girls (6th -12th class) provided 4/5 IFA tablets in schools,,,,,,,
,12.2.1.b,Number of Boys (6th -12th class) provided 4/5 IFA tablets in schools,,,,,,,
,12.2.2.a,Number of Girls (6th -12th class) provided albendazole in schools,,,,,,,
,12.2.2.b,Number of Boys (6th -12th class) provided albendazole in schools,,,,,,,
,12.2.3,Number of out of school adolescent girls (10-19 years) provided 4/5 IFA tablets at Anganwadi Centres,,,,,,,
,12.2.4,Number of out of school adolescent girls (10-19 years) provided albendazole tablet at Anganwadi Centres,,,,,,,
,12.3.1,Number of adolescent girls provided sanitary napkin packs by ASHA,,,,,,,
,12.3.2,Number of sanitary napkin packs distributed free to ASHA (for her personal use),0,0,0,0,0,0,0
,12.3.3,Number of adolescent girls attended monthly meeting,,,,,,,
,12.3.4,Number of adolescent girls provided sanitary napkin packs by State/UT supported Menstrual Hygiene Scheme (MHS),0,0,0,0,0,0,0
,12.4.1,Number of Peer Educators selected,,,,,,,
,12.4.2,"Out of the selected Peer Educators, numbers trained",,,,,,,
,12.4.3,Number of Adolescent Health & Wellness Days organized,0,0,0,0,0,0,0
,12.4.4,Number of Adolescent Friendly Club Meetings organized,,,,,,,
M13 [National TB Elimination Programme (NTEP)],13.10,Number of notified TB patients who are on Anti Tuberculosis Therapy,0,0,0,0,0,0,0
,13.20,Number of Presumptive TB (ie with 4 Symptom complex of TB) identified ,0,0,0,0,0,4,0
,13.30,Number of Presumptive TB (ie with 4 Symptom complex of TB) identified and sent for any TB testing,0,0,0,0,0,4,0
,13.3.a,Number of Presumptive TB (ie with 4 Symptom complex of TB) identified and sent for any TB testing within the facility,0,0,0,0,0,4,0
,13.3.b,Number of Presumptive TB (ie with 4 Symptom complex of TB) identified and sent for any TB testing outside the facility,0,0,0,0,0,0,0
,13.40,"Of the number sent for testing, number who were tested (by any test) for TB within the facility",0,0,0,0,0,4,0
,13.50,"Of the number sent for testing, number who were tested (by any test) for TB outside the facility",0,0,0,0,0,0,0
,13.60,"Of the number tested, number of persons diagnosed as TB patients.",0,0,0,0,0,0,0
,13.70,Number of TB patients availing treatment through a Treatment supporter for the reporting month,0,0,0,0,0,0,0
,13.80,Number of beneficiarys who are registered at the ICTC centre.,0,0,0,0,0,0,0
,13.90,"Of the number registered at the ICTC centre, the number of presumptive TB cases identified and referred for TB testing and diagnosis.",0,0,0,0,0,0,0
,13.10,"Number of Directly Observed Treatment, Short-course (DOTS) cases completed successfully ",0,0,0,0,0,0,0
M14 [Patient Services],14.1.1,Outpatient - Diabetes,550,570,525,575,675,655,630
,14.1.2,Outpatient - Hypertension,480,466,450,480,520,535,520
,14.1.3,Outpatient - Stroke (Paralysis),0,0,0,0,0,0,0
,14.1.4,Outpatient - Cardiovascular Disease,0,0,0,0,0,0,0
,14.1.5,Outpatient - Mental illness,285,614,909,"1,072",809,775,696
,14.1.6,Outpatient - Epilepsy,0,0,0,0,0,0,0
,14.1.7,Outpatient - Ophthalmic Related,"1,320","2,406","2,142","2,270","2,197","1,966","1,885"
,14.1.8,Outpatient - Dental,834,"1,409","1,156","1,469","1,399","1,303","1,369"
,14.1.9,Outpatient - ENT ,996,"1,843","1,780","2,072","1,857","1,786","1,932"
,14.1.10,Outpatients- Asthma,0,0,0,0,0,0,0
,14.1.11,Outpatient - Oral Cancer,0,0,0,0,0,0,0
,14.1.12,Outpatient - Breast Cancer,0,0,0,0,0,0,0
,14.1.13,Outpatient - Cervical Cancer,0,0,0,0,0,0,0
,14.1.14,Outpatient - Other Cancer,0,0,0,0,0,0,0
,14.1.15,Outpatient - COPD,15,17,15,16,18,19,20
,14.1.16,Outpatient - CKD (Chronic Kidney Disease),363,334,341,355,421,467,392
